nameActor,DOB,gender,ethnicity,height,fbCharacterMap,fbCharacterID,fbActorID,careerLength,ageAtFirstMovie,fbID_movies,fbID_nominatedOscar,fbID_wonOscar
Greg Kinnear,1963-06-17,M,/m/07hwkr,1.765,/m/0jyvpy,/m/07ykl4d,/m/02t_st,18.0,31.0,"['/m/040280', '/m/07ykkx5', '/m/04wdfw', '/m/03w9wwh', '/m/0h1x5f', '/m/03z106', '/m/0dg69f', '/m/04s1zr', '/m/07n9mc', '/m/01r6s5', '/m/0j27n5r', '/m/0c1m4vc', '/m/02rdvz1', '/m/014zwb', '/m/0gvv59r', '/m/0c3_269', '/m/011yn5', '/m/083ccb', '/m/03qd79l', '/m/036qtd', '/m/040ns1', '/m/06hq4s', '/m/02x0v53', '/m/0gjcrrw', '/m/02x3y41', '/m/05873x', '/m/04hdtr', '/m/0gg803_', '/m/0g0x9c', '/m/099_dw', '/m/09bn7t', '/m/0dy53b', '/m/02dvxc', '/m/0b77v3j']","['/m/011yn5', '/m/0b77v3j']",
Greg Page,1972-01-16,M,,,/m/0gvx2k5,/m/0j7s5r6,/m/02zv0_,14.0,19.0,"['/m/0fpk482', '/m/02x6r0l', '/m/0fphnj6', '/m/0fqskfp', '/m/0fpjtzt', '/m/0fqsf2h', '/m/0fph3vg', '/m/080yf7', '/m/0fpgpf2', '/m/080bdq2', '/m/02x6rdz', '/m/0cz909s', '/m/0fphqbb', '/m/0fpj6vx']",,
Gregg Henry,1952-05-06,M,,1.8,/m/0hgcr2p,/m/0hgcr2s,/m/074xkn,30.0,29.0,"['/m/0bs8ndx', '/m/0639hk', '/m/0h134d0', '/m/08wnmb', '/m/014nq4', '/m/03np6wq', '/m/072ll_', '/m/07n90q', '/m/07z6xs', '/m/02qs9gt', '/m/051lq6', '/m/027mwv2', '/m/04q5k2']",,
Gregory Alan Williams,1956-06-12,M,,,/m/0h6dprv,/m/0h6dpry,/m/0660x_g,18.0,37.0,"['/m/0dlnknp', '/m/06w9jvy', '/m/06zmc33', '/m/05q8zmb', '/m/047ck50', '/m/0320gs', '/m/023gxx', '/m/0crh0c7', '/m/056xkh', '/m/04yb3l5']",,
Gregory Harrison,1950-05-31,M,,1.8,/m/05t8cdw,/m/066np04,/m/06tnq0,34.0,24.0,"['/m/02q0d8j', '/m/0fw1b5', '/m/0dv0yn', '/m/09v530b', '/m/0cztlq', '/m/0bh9yc', '/m/04zwcm4', '/m/0b5_9d', '/m/0288qml', '/m/080p4lg', '/m/02w_t8t', '/m/04tdl6']",,
Gregory Hines,1946-02-14,M,/m/0x67,1.82,/m/0bdrx72,/m/0bdrx75,/m/01qwly,20.0,35.0,"['/m/032kr9', '/m/026t9dn', '/m/01rnly', '/m/0chxcp', '/m/0bhrx3', '/m/06c_pt', '/m/02pn3sb', '/m/0b__vn', '/m/03d5ypd', '/m/06j0g0', '/m/0b0mf1', '/m/03vny7', '/m/0kvff7', '/m/045xzm', '/m/03c2g5b', '/m/027j4wh', '/m/0291gk']",,
Gregory Itzin,1948-04-20,M,,1.759,/m/0cg4jnz,/m/0h5q5_1,/m/0bjs67,27.0,35.0,"['/m/05ppy', '/m/0bl6c6', '/m/0gg5qcw', '/m/0dddhtz', '/m/057z3zq', '/m/026n4h6', '/m/089c83', '/m/01chpn', '/m/0f8j13', '/m/03b1l8', '/m/02x5w1x', '/m/05h4_qt']",,
Gregory Peck,1916-04-05,M,/m/07bch9,1.905,/m/02tb9xr,/m/05h9v7w,/m/0k9j_,47.0,28.0,"['/m/02s4m9', '/m/019k65', '/m/07k5fxj', '/m/02qmrw4', '/m/02ql2pf', '/m/02r55p4', '/m/04x11s', '/m/0kv9pc', '/m/0462xzb', '/m/01ypzw', '/m/0jvt9', '/m/06nqyx', '/m/0c02gs', '/m/07t0lc', '/m/0k419', '/m/07hsb', '/m/0gzy02', '/m/027w0_t', '/m/02qr3k8', '/m/03w54r', '/m/03qmnw5', '/m/079f7l', '/m/0ccck7', '/m/07kfg1g', '/m/0ktrx', '/m/018sds', '/m/0kv7sg', '/m/05h6v8', '/m/02qnxs_', '/m/016y_f', '/m/04gjqvs', '/m/0bbvpkm', '/m/052tbcp', '/m/012626', '/m/06cs3l', '/m/027kv6c', '/m/0ktpx']","['/m/0jvt9', '/m/0ccck7', '/m/0ktrx', '/m/018sds', '/m/0bbvpkm', '/m/0ktpx']","['/m/0jvt9', '/m/0ccck7']"
Gregory Smith,1983-07-06,M,/m/0g8_vp,1.79,/m/03jq87t,/m/0h58k54,/m/03_nv3,17.0,11.0,"['/m/0fc8w8', '/m/0c19wn', '/m/07mkpx', '/m/0cn_srj', '/m/02qrht5', '/m/02862zk', '/m/0gltv', '/m/0gcwj9', '/m/026_ljq', '/m/0bhc_c', '/m/0bs3gvn', '/m/028bp43', '/m/08gzyn', '/m/01738w', '/m/035jqw']",,
Greta Garbo,1905-09-18,F,/m/06mvq,1.702,/m/02vb6nr,/m/0h2ppdk,/m/0h14h,15.0,18.0,"['/m/027hdfv', '/m/07k3y6', '/m/080nx16', '/m/026tx_y', '/m/0282gwg', '/m/0gt1k', '/m/05zt0_6', '/m/026q9tc', '/m/080db3q', '/m/0g9g9x', '/m/080n8k4', '/m/0c5wn', '/m/027122c', '/m/080dpm_', '/m/0271pnh', '/m/05pc9bd', '/m/02712tf', '/m/02q2vjf', '/m/07x6p0', '/m/02pt2_w', '/m/02q56f0', '/m/05sync6']","['/m/080nx16', '/m/0gt1k', '/m/080db3q', '/m/080n8k4']",
Greta Gynt,1916-11-15,F,,,/m/0g9gfm1,/m/0hpnzqb,/m/03gzst6,14.0,23.0,"['/m/0bmgbrv', '/m/09pgkt4', '/m/0bxyz0t', '/m/03gzt0s', '/m/04jkj3n', '/m/0crhf1n', '/m/0bmkkw5', '/m/04rncj', '/m/0cn_wy2', '/m/0dd9zsy', '/m/0bwl1jy']",,
Greta Scacchi,1960-02-18,F,/m/08v2k7,1.75,/m/0j_4hp,/m/0h5kh9c,/m/03crmd,23.0,25.0,"['/m/06wmyc', '/m/01ffx4', '/m/026gb4w', '/m/0fp2lc', '/m/07tj4c', '/m/0c7jd7', '/m/026f39h', '/m/07zjt0', '/m/01_456', '/m/07dtdt', '/m/02pq1yv', '/m/079t7q', '/m/057xrp2', '/m/0bf4d02', '/m/05mvb20', '/m/04j2ncz', '/m/0gfds00', '/m/08gzqp', '/m/06dq4r', '/m/03r6y_', '/m/0dljrl0', '/m/0480kz', '/m/02qr6jv']",,
Gretchen Lederer,1891-05-23,F,,,/m/06pgqlt,,/m/04cskj1,3.0,,"['/m/03m9wcs', '/m/04cv__w', '/m/06pgqkz', '/m/04cvqs8', '/m/04crdbt', '/m/04cws8f', '/m/0kv3sg', '/m/04cxb6b', '/m/04ct63n', '/m/04cy3_y', '/m/04cxm8x', '/m/04cr0sk', '/m/04cry_m']",,
Gretchen Mol,1972-11-08,F,,1.676,/m/0gckjs6,/m/0bc5gxm,/m/02l6dy,14.0,23.0,"['/m/02wjqm', '/m/02vpjr8', '/m/051n5m', '/m/03q349', '/m/0670l0', '/m/02wjh2', '/m/03qbfb', '/m/0btbyn', '/m/047q33z', '/m/091f4r', '/m/0fvvc5', '/m/0mvtk', '/m/01712f', '/m/03m8y5', '/m/05h4nz9']",,
Grey DeLisle,1973-08-24,F,/m/025rpb0,,/m/05ckzy6,/m/04pzy,/m/01r4bps,11.0,28.0,"['/m/05m6pc', '/m/0bk2mh', '/m/04n7f_6', '/m/0hy_s2x', '/m/075mg_', '/m/02rb8sl', '/m/02x074v', '/m/026lrgt', '/m/047csmy', '/m/02qb8v4', '/m/0cq78f', '/m/09x1j7', '/m/07yb1s', '/m/0fnlbs', '/m/0hgl970', '/m/0cf6dx', '/m/06fcqw', '/m/03ns4n', '/m/05b14nk', '/m/09x147', '/m/0fymdp', '/m/092yw1', '/m/05szw1f', '/m/05c3nd3', '/m/02805tl', '/m/0k9byw_', '/m/09glbr2', '/m/08ftgk', '/m/026mcr5', '/m/0bz3r4', '/m/025sph_', '/m/025sph_', '/m/025sph_', '/m/0b6h4g1', '/m/04cy8y', '/m/0352yq', '/m/0352yq']",,
Griffin Dunne,1955-06-08,M,,1.702,/m/07llt22,/m/0gl70gh,/m/04kwbt,35.0,20.0,"['/m/07k4jw0', '/m/03lx3k', '/m/0g5f2j', '/m/0gbk4_', '/m/0b8bmf', '/m/02dj5n', '/m/04j1_rs', '/m/027b977', '/m/05qr83', '/m/027yrxp', '/m/06lp10', '/m/031smq', '/m/02wk_5', '/m/02qr3k8', '/m/06hq4s', '/m/0524gd5', '/m/0fd28y', '/m/0gwxdx', '/m/02pwwql', '/m/04jlsj4', '/m/0dwyxv', '/m/0h7l2']",,
Groucho Marx,1890-10-02,M,/m/041rx,1.71,/m/0jtspq,/m/0h2626p,/m/01wj9y9,21.0,,"['/m/033gzc', '/m/02vvj1', '/m/04kr5x', '/m/03d5557', '/m/04pg2_', '/m/0c9dt', '/m/04kfh9', '/m/04j1yl', '/m/04lw4g', '/m/04pg6m', '/m/04pg6m']",,
Grégoire Aslan,1908-03-28,M,,,/m/0jzpdts,/m/0jzpdtw,/m/025z0fl,38.0,31.0,"['/m/04n36jc', '/m/0dlmr7t', '/m/027wp71', '/m/05zm524', '/m/0cwy47', '/m/09p7hgk', '/m/02x6dh3', '/m/0crcx5q', '/m/09vrl56', '/m/0456xb', '/m/02rkjd5', '/m/07s706m', '/m/05r1bb', '/m/0b7xqg', '/m/04xg9h', '/m/0271pgn']",,
Guillaume Canet,1973-04-10,M,,1.8,/m/0k072x,/m/0bj6lv4,/m/06nn95,12.0,26.0,"['/m/05702n', '/m/080g_jt', '/m/02vq_sn', '/m/03yjclg', '/m/0b6g2ym', '/m/0h32j7x', '/m/0d7tsc', '/m/0cnz15', '/m/0524gd5', '/m/0b6hjdr', '/m/0j426wg', '/m/0brb80']",,
Guillermo Díaz,1971-03-22,M,,,/m/0jz2gx,/m/0h5t8sq,/m/035gfy,15.0,24.0,"['/m/03259y', '/m/027ndzt', '/m/05_n7z', '/m/02qg790', '/m/04jvls', '/m/0bmk0zr', '/m/07pzhrp', '/m/0322yj', '/m/0b5mw7', '/m/0prcz', '/m/04crdpg', '/m/0661rdr']",,
Guinn Williams,1899-04-26,M,,,/m/03lw5y6,/m/0hp72wh,/m/0ch583,21.0,,"['/m/026ydhj', '/m/0bh6s0j', '/m/09pgdx_', '/m/07k6qy6', '/m/07mdzg', '/m/04j2zt0', '/m/04zz1t1', '/m/027l_6j', '/m/02pmc68', '/m/02q3s4g', '/m/0kv46x', '/m/0czblhj', '/m/09rmm52', '/m/07k9clv', '/m/07kgqk8', '/m/04gpwgb']",,
Gulshan Grover,1955-09-21,M,/m/0dryh9k,1.73,/m/0gw2wl3,/m/0h7w3qm,/m/08624h,31.0,25.0,"['/m/0dll97s', '/m/07s7rx2', '/m/03hhb6g', '/m/0b775_p', '/m/0408bl4', '/m/0462slj', '/m/0ds8gfb', '/m/0g556r_', '/m/027yqn2', '/m/06ncf7', '/m/06x6y3', '/m/06nvhs', '/m/0crrshq', '/m/0gfflff', '/m/09g7gkh', '/m/0h7w2ph', '/m/080pyrv', '/m/04gl3ws', '/m/0c9fb_', '/m/0gxbd_l', '/m/0fpgv6n', '/m/05f7j1p', '/m/0ds6v4t', '/m/0dgpjv8', '/m/0h54g7_', '/m/07s9ck8', '/m/03cx47d', '/m/04p819', '/m/0h65kzb', '/m/02pv1l2', '/m/02qkng9', '/m/0c_jvb', '/m/0ddct8_', '/m/07g41h', '/m/02x2q85', '/m/0kvd7g', '/m/051z4n5', '/m/06zrnt5', '/m/08yhg0', '/m/02vqtcb', '/m/0g9ydqd', '/m/0b6fx_4', '/m/03m7297', '/m/0b6w39', '/m/02ql3nd', '/m/0f14tc', '/m/07s9s87', '/m/047d9mr', '/m/03h4hhj', '/m/05zz8kj', '/m/0cn_n1k', '/m/05q8gvc', '/m/0crsfrq', '/m/03gqw79', '/m/0gmyb7', '/m/02qlh27', '/m/0bmj6nq', '/m/027t3fn', '/m/0dc_q9', '/m/0b3xg9', '/m/0dpkp_', '/m/0ftfwy', '/m/0bh7_m5', '/m/03cz5_p', '/m/0d4szx', '/m/09gcpw4', '/m/0bwgst', '/m/0h54z2', '/m/03qn8mg', '/m/05d4yp', '/m/0crrln8', '/m/0h71kks', '/m/03c9_h3', '/m/0cmc5g0', '/m/07k70wm', '/m/027ghsg', '/m/027d1t4', '/m/0gh8rl6', '/m/0dsblzc', '/m/02phblq', '/m/0h97tnv', '/m/0ftzb1', '/m/027j37k', '/m/02q5yw_', '/m/0g54t08', '/m/0fb20t', '/m/03mhjb1', '/m/04f_bq3', '/m/0h98jh1', '/m/0403q7m', '/m/0d5kqt', '/m/09yds2', '/m/04swtn', '/m/0blvh0']",,
Gulshan Kumar Mehta,1937-04-12,M,/m/0dryh9k,,/m/0h8jlh9,/m/0h8jlhc,/m/01x29cx,25.0,34.0,"['/m/02w048j', '/m/0bmbsm1', '/m/0288856', '/m/0521drx', '/m/02qmm8p', '/m/0524bl4', '/m/04f3n3x', '/m/05b25x0', '/m/02qt5kl', '/m/02vw6mp', '/m/027w258']",,
Gummadi Venkateswara Rao,1925-07-09,M,/m/0dryh9k,,/m/0h6hf7y,/m/0hh6qsr,/m/025xz3q,39.0,28.0,"['/m/0h681ld', '/m/0c41bpw', '/m/0ggwgp', '/m/026xy2x', '/m/0b6dspt', '/m/0g7qvq', '/m/09k6d_t', '/m/09k4y3w', '/m/09k6fgl', '/m/0bh93g8', '/m/0kv76_', '/m/0c3tvbk', '/m/0b76skz', '/m/09glh40', '/m/0b77gmg']",,
Gundu Hanmantha Rao,,M,/m/0dryh9k,,/m/0h6kzfl,,/m/0gbx0xx,12.0,,"['/m/03cvrd1', '/m/026gxlz', '/m/0gff2pr', '/m/0f98bx', '/m/096nbp', '/m/0glls_', '/m/0bmd743', '/m/0gg82c1', '/m/0kt_tb', '/m/03cmsnz', '/m/03mdbf8', '/m/05h5m6f', '/m/0fhj68', '/m/04yf2f6', '/m/0fp_7z', '/m/03h1c7j', '/m/0hz015q', '/m/0gtx5hn']",,
Gunnar Björnstrand,1909-11-13,M,,,/m/0cs4dvs,/m/02nwv8s,/m/0c9jt9,30.0,42.0,"['/m/05mrwlj', '/m/017yv4', '/m/026qfj8', '/m/04jvrj', '/m/01gw6b', '/m/05tvpp', '/m/08239', '/m/026qfvy', '/m/02x1tvz', '/m/05h3rzt', '/m/02r9kyc', '/m/02gd6x']",,
Gurpreet Guggi,1971-07-19,M,,,/m/0h827kb,/m/0h827kd,/m/0gbz8tl,3.0,36.0,"['/m/0c0120p', '/m/05p8ddl', '/m/0gmg7dq', '/m/05m_0h6', '/m/05m_0h6', '/m/0gtvl2b', '/m/0gyw1zf', '/m/04n0v2g', '/m/02vl4w0', '/m/0ds095', '/m/0gwygtb', '/m/0gwygtb']",,
Gustav von Seyffertitz,1862-08-04,M,,,/m/08c_y9y,/m/0lnctgl,/m/03grs0b,17.0,,"['/m/080k2hm', '/m/07k3y6', '/m/0c74w2', '/m/04crf3k', '/m/03cbw7g', '/m/05zt0_6', '/m/0cz9mdy', '/m/03mdbtn', '/m/06vwp4', '/m/04jhh9t', '/m/09gfjvc', '/m/0dlk0nv', '/m/09rmltm', '/m/054dgmk']",,
Guy Boyd,1943-04-15,M,,,/m/0gggbx0,/m/0k6f29v,/m/0cfsyy,52.0,14.0,"['/m/07s4ql2', '/m/05fbdr7', '/m/076zmfd', '/m/05fbl8f', '/m/02rqwhl', '/m/0dy684', '/m/06zq470', '/m/0fg63x', '/m/034vk8', '/m/04lf8jn', '/m/051lq6', '/m/03dbbz']",,
Guy Kibbee,1882-03-06,M,,,/m/08cxml8,/m/0n58shq,/m/0c1nd2,17.0,,"['/m/05n_62q', '/m/054_2g', '/m/027lqzc', '/m/05zk2pj', '/m/03yd1p4', '/m/07n06p', '/m/04z4qx', '/m/06d92p', '/m/02vlqqh', '/m/04jcbf4', '/m/02r2kzp', '/m/026v7s3', '/m/02q7pvy', '/m/02rkx49', '/m/09vrnj', '/m/08vqcn']",,
Guy Pearce,1967-10-05,M,/m/03cbkrf,1.8,/m/0j_n0z,/m/0bh33zw,/m/0184jc,16.0,29.0,"['/m/011yqc', '/m/0gd0c7x', '/m/03k9dt', '/m/0bmc48v', '/m/03kmz8', '/m/017z49', '/m/06zn2v2', '/m/0466s8n', '/m/0bc1yhb', '/m/0j43swk', '/m/09rvk9z', '/m/02pjfpq', '/m/02vw2b6', '/m/06mb0s', '/m/03hhxyq', '/m/0gfh84d', '/m/03kg2v', '/m/09gq0x5', '/m/02qh60d', '/m/0b73rwv', '/m/0gjd79j', '/m/04gknr', '/m/0404j37', '/m/02qdrjx', '/m/0h15w5l', '/m/0h15w5l', '/m/09zf_q']",,
Guy Rolfe,1911-12-27,M,,,/m/0gcsr9d,/m/0h6g4lc,/m/0cn30w,50.0,37.0,"['/m/0crf0rp', '/m/0h73_g', '/m/04w2v8', '/m/0h73xq', '/m/0h751x', '/m/0pd6l', '/m/0dj5h_', '/m/0dn1wg', '/m/0h73n6', '/m/0ch56c8', '/m/04zxdrq', '/m/04n5wfq']",,
Gwyneth Paltrow,1972-09-27,F,/m/041rx,1.75,/m/0j_4jy,/m/04fgqk7,/m/0bq2g,22.0,19.0,"['/m/06wmyc', '/m/01__75', '/m/05qbckf', '/m/088hlm', '/m/0by1989', '/m/07c6yg', '/m/0dgnwwr', '/m/06wp7r', '/m/03vyw8', '/m/07tj4c', '/m/06wn0b', '/m/02p14v', '/m/027tvnh', '/m/06wn59', '/m/062zm5h', '/m/02mpyh', '/m/019wds', '/m/04fgqk0', '/m/06wm_z', '/m/01gkp1', '/m/0grmg9', '/m/0295sy', '/m/0bc1yhb', '/m/02vjp3', '/m/0h1fktn', '/m/03d8_g0', '/m/02ydbz', '/m/0dzlbx', '/m/013q07', '/m/06wp5n', '/m/04y20p', '/m/033gkt', '/m/075yg2', '/m/0847m1', '/m/01dc0c', '/m/06wmkz', '/m/05kxf3', '/m/0m313', '/m/03nr5vw', '/m/06wmvw', '/m/06d510', '/m/0g8z37']","['/m/06wn0b', '/m/027tvnh', '/m/019wds', '/m/05kxf3', '/m/0m313']","['/m/06wn0b', '/m/027tvnh', '/m/019wds', '/m/05kxf3', '/m/0m313']"
Gérard Depardieu,1948-12-27,M,/m/03ts0c,1.803,/m/0cg111x,/m/0hgcrn_,/m/0c9hm,38.0,25.0,"['/m/0bz3jx', '/m/05242fl', '/m/02py4nx', '/m/03hhs81', '/m/02q6gfp', '/m/05dddq', '/m/05zn6vd', '/m/07xgtc9', '/m/02psrsh', '/m/03mgm2', '/m/05nj1z', '/m/0jky03h', '/m/0csd19', '/m/0prh7', '/m/080_bs', '/m/05n0ms', '/m/0g2_1d', '/m/03b_dmk', '/m/03cp2yd', '/m/03c1y54', '/m/073kjj', '/m/0g9yvc_', '/m/0d61px', '/m/041cjn', '/m/02rqjr_', '/m/0gx10t4', '/m/0gmhlt', '/m/04_c0y', '/m/027bznf', '/m/06w53y7', '/m/02w8gk2', '/m/0gymhp', '/m/093y5l', '/m/03nzcx', '/m/02rlq0v', '/m/0glg5z0', '/m/0cty8f', '/m/0cp12st', '/m/02rqp8j', '/m/0cbzjh', '/m/03gy4xg', '/m/03ccght', '/m/05zvx6w', '/m/03kg2v', '/m/03cqd5_', '/m/04j2r64', '/m/0j24hc0', '/m/026tg03', '/m/04g1v9f', '/m/02vyyj6', '/m/027c0hk', '/m/05zk6ky', '/m/06w4j3y', '/m/0h51v_5']",,
Gösta Ekman,1890-12-28,M,/m/06mvq,,/m/0gw3f8_,/m/02nwkwh,/m/0h7ll7,79.0,35.0,"['/m/0fpgd8w', '/m/04gvb_h', '/m/03gd9f', '/m/03gd9s', '/m/02rg0ky', '/m/04jvrj', '/m/072hx4', '/m/03z9y5', '/m/0b0d6m', '/m/03gd92', '/m/0j45sv7', '/m/0j7m4k4', '/m/04vb8b', '/m/0j7lq_r', '/m/03gd6w', '/m/06zs5l7']",,
H. B. Warner,1875-10-26,M,,1.84,/m/06g4v2k,/m/0c0lqr1,/m/04jxzf,36.0,,"['/m/03cbvzw', '/m/080j9hj', '/m/0gcpc', '/m/04d_mvd', '/m/07k57tv', '/m/04n2jr', '/m/0gks0', '/m/03gqn0l', '/m/0gnsx', '/m/0gg78xt', '/m/03w9czd', '/m/0h63fm9', '/m/0gnqr', '/m/07s96yk', '/m/0g40l8v', '/m/0b6g6h5', '/m/027z4mt', '/m/09v0lp', '/m/0gbw93', '/m/080kq_g', '/m/0k4fz', '/m/05h7005', '/m/0806_nk', '/m/05bh15y', '/m/07k5fzp', '/m/011_zy', '/m/04n4knr', '/m/0cny8jp']",['/m/0gnsx'],
Ha Jeong-woo,1979-03-11,M,,1.82,/m/0g6ny50,/m/0j4dps7,/m/0bmd03d,7.0,26.0,"['/m/0g6ls3n', '/m/0g9tky5', '/m/0crd4h1', '/m/0hgmjc0', '/m/0d9c7m', '/m/0h1dzbq', '/m/09k77rp', '/m/03g_8_g', '/m/03ynrbr', '/m/0hr6r6_', '/m/04_0w_3', '/m/0hhv6yl', '/m/0g9vfmh', '/m/051_4jp']",,
Ha Ji-won,1978-06-28,F,/m/01xhh5,1.65,/m/0h1pgkv,/m/0h8b61l,/m/02blw9,12.0,21.0,"['/m/0h1pgky', '/m/0h1pgky', '/m/04089kv', '/m/02vly8z', '/m/07714y', '/m/03hns1j', '/m/07yd72', '/m/0b2dvd', '/m/0djlzs', '/m/02w5dwg', '/m/063_76h', '/m/09gbzml', '/m/09p31b', '/m/08vcws', '/m/02w1plq', '/m/0jt8gx5']",,
Hal Holbrook,1925-02-17,M,,1.85,/m/0gy4vw1,/m/0h5mp27,/m/03k7bd,42.0,45.0,"['/m/0d_7f_3', '/m/0b_t5t1', '/m/0cy9xt', '/m/051_sx', '/m/0gff9hb', '/m/01q7h2', '/m/015qqg', '/m/05n8jx', '/m/06wn0b', '/m/04j2_y3', '/m/02rx2m5', '/m/031bd0', '/m/05q8h50', '/m/04j2ps6', '/m/0c1sgd3', '/m/0g22z', '/m/03c2x30', '/m/03qh63s', '/m/0gmgwnv', '/m/09v5d4x', '/m/043mtqn', '/m/02qrltj', '/m/0f3hz7', '/m/08wvqf', '/m/0bq8qz', '/m/034bxn', '/m/09z8d1', '/m/0gghb_', '/m/03hnf6_', '/m/0b4lkx', '/m/0414vby', '/m/01s1wm', '/m/016017', '/m/05pck7g', '/m/0gx2lz4', '/m/09gh83x', '/m/04gghr1']",['/m/02rx2m5'],
Hal Smith,1916-08-24,M,,,/m/02vd7kg,/m/0jy5c,/m/03llf8,39.0,35.0,"['/m/09fl_w', '/m/03m5fk9', '/m/02pk064', '/m/09qcmg', '/m/056fxhg', '/m/06rbc2', '/m/026k_ys', '/m/0dxpy3', '/m/0720x_', '/m/03vp54', '/m/081wtz', '/m/055vny', '/m/07k2fr', '/m/081wtm', '/m/03y968c', '/m/081wv_', '/m/09pgl4g', '/m/0278hkh', '/m/049yb4', '/m/049yb4', '/m/049yb4', '/m/0_7w6', '/m/0dj4rv']",,
Haley Joel Osment,1988-04-10,M,/m/07hwkr,1.626,/m/03jqtmt,/m/05v8nwb,/m/01pd46,9.0,6.0,"['/m/09stdm', '/m/06n95j', '/m/072hwt', '/m/061_ky', '/m/02rtf4', '/m/035zkg', '/m/07j94', '/m/0805jp', '/m/0d0stl', '/m/0bdjd', '/m/0c5g3b', '/m/02vyyj6', '/m/011xg5']","['/m/07j94', '/m/0805jp']",
Halle Berry,1966-08-14,F,/m/02ctzb,1.68,/m/0k66hv,/m/04hdt_y,/m/03knl,21.0,24.0,"['/m/09fgyt', '/m/0344gc', '/m/01qb5d', '/m/0695g8', '/m/0fphf3v', '/m/06gb1w', '/m/0727__', '/m/03cd0x', '/m/03cd0x', '/m/0dgcgl', '/m/016f62', '/m/03tv11', '/m/086s7z', '/m/0hqrx', '/m/0273yvf', '/m/034fj2', '/m/0gh65c5', '/m/0gh65c5', '/m/0gh65c5', '/m/0kv750', '/m/08bzc3', '/m/014kq6', '/m/03qfr0', '/m/0d90m', '/m/08r9v6', '/m/02v8kmz', '/m/087kv6', '/m/04yft1h', '/m/04yft1h', '/m/02vr9lr', '/m/04jrzl', '/m/03cj29', '/m/026s0mx', '/m/07vc1p', '/m/01bn3l']","['/m/0344gc', '/m/03tv11']","['/m/0344gc', '/m/03tv11']"
Halliwell Hobbes,1877-11-16,M,,,/m/0g9gfsd,/m/0cgrygd,/m/04yg_j0,19.0,,"['/m/080j9hj', '/m/02r8lxn', '/m/04d_mvd', '/m/06hysr', '/m/052vkmb', '/m/09tw6r', '/m/03hgmvd', '/m/0kv2y5', '/m/0k4m8', '/m/03cx6lb', '/m/012c80', '/m/07k4qkb', '/m/04gjgb_', '/m/05c0r8q', '/m/09pgdl9', '/m/09qhz0']",,
Hamilton Camp,1934-10-30,M,,1.57,/m/0hgs3fl,/m/0hgs3fp,/m/01vbzny,20.0,43.0,"['/m/05fkxp', '/m/0p_rk', '/m/07wbmd', '/m/027dhxw', '/m/08gc8_', '/m/063zky', '/m/09mnhy', '/m/08pwlh', '/m/08xvx8', '/m/07q2jv']",,
Han Suk-kyu,1964-11-03,M,/m/01xhh5,1.77,/m/0c05h11,/m/0bnr3nf,/m/08bxhn,12.0,32.0,"['/m/0b_zwzj', '/m/01qf6c', '/m/03ns5_x', '/m/09jv6s', '/m/08cqzj', '/m/0gy18f1', '/m/0869k5', '/m/09nv54', '/m/0gkt06s', '/m/09rxxt']",,
Hank Azaria,1964-04-25,M,/m/048z7l,1.82,/m/0cg24r_,/m/0h2h0yr,/m/0sw6g,23.0,25.0,"['/m/04c13q', '/m/06h9xs', '/m/085480', '/m/058q46', '/m/02tjl3', '/m/01jrbv', '/m/01r6s5', '/m/032xyp', '/m/027tvnh', '/m/0cwrv5', '/m/04fzfj', '/m/0bxsk', '/m/011ycb', '/m/026rrf_', '/m/050f0s', '/m/050f0s', '/m/050f0s', '/m/050f0s', '/m/050f0s', '/m/050f0s', '/m/0jkvs82', '/m/09rvvpm', '/m/03hfzqc', '/m/0558zc', '/m/0b892_', '/m/0c92k2', '/m/02r53vq', '/m/02r53vq', '/m/04gv3db', '/m/07x4qr', '/m/02x2ssn', '/m/0ch3jlt', '/m/03m8y5', '/m/051n4j', '/m/02nt3d', '/m/01pgr3', '/m/01pvxl', '/m/07kch1b']",,
Hanna Schygulla,1943-12-25,F,,,/m/03lfrbs,/m/0c0bn_9,/m/07krsb,42.0,25.0,"['/m/09l97z', '/m/03c40zs', '/m/03g_ms5', '/m/05q9hnb', '/m/04jmsrv', '/m/06rzwx', '/m/022qm53', '/m/04jgdsp', '/m/0g9w0bz', '/m/02pp8_d', '/m/02qb4j7', '/m/0dm2cy1', '/m/0274wwx']",,
Hanns Zischler,1947-06-18,M,,,/m/0cg7h76,/m/0gct6r1,/m/09k3x_,27.0,33.0,"['/m/059zzd', '/m/072x7s', '/m/064nzzc', '/m/04jchd9', '/m/09gn1w1', '/m/027zp5s', '/m/0f7d2k', '/m/07kjddn', '/m/06zq98k', '/m/05bzty0', '/m/043phyd']",,
Hans Conried,1917-04-15,M,/m/041rx,,/m/09sdcv5,/m/0js_j,/m/02rknb,40.0,25.0,"['/m/07kbvw9', '/m/047b1ny', '/m/0kv9pc', '/m/03wh35', '/m/07cgmx', '/m/026k_ys', '/m/08qzsc', '/m/02pz1qd', '/m/02q6z1', '/m/0cs05x', '/m/04gls4f', '/m/051y54k', '/m/04795fx', '/m/05z1lf', '/m/05css_', '/m/06yfjg', '/m/04f40x9', '/m/0536cmm', '/m/051_50h', '/m/0g59hgx', '/m/0d6rpb', '/m/0cj8zc', '/m/09pgl3j']",,
